51.3788,-2.3572
51.378803,-2.35706
51.378803,-2.35706
51.379807,-2.357108
51.379807,-2.357108
51.379946,-2.357126
51.380816,-2.357203
51.380816,-2.357203
51.380807,-2.357017
51.380807,-2.357017
51.380848,-2.357022
51.380848,-2.357022
51.381758,-2.357601
51.381821,-2.357576
51.381821,-2.357576
51.382519,-2.3577
51.382944,-2.358164
51.382944,-2.358164
51.383122,-2.357662
51.383328,-2.357133
51.383482,-2.356751
51.383482,-2.356751
51.383662,-2.356427
51.383662,-2.356427
51.383716,-2.356363
51.383716,-2.356363
51.384716,-2.356771
51.385407,-2.356779
51.385407,-2.356779
51.385372,-2.356511
51.385335,-2.356294
51.385335,-2.356294
51.385539,-2.355893
51.385868,-2.355781
51.385868,-2.355781
51.386415,-2.355543
51.386415,-2.355543
51.386415,-2.355543
51.386602,-2.355105
51.386602,-2.355105
51.387066,-2.354843
51.387066,-2.354843
51.388145,-2.354296
51.388154,-2.354304
51.388977,-2.355181
51.389004,-2.355208
51.389004,-2.355208
51.3893,-2.355071
51.389009,-2.352898
51.389009,-2.352898
51.389879,-2.350207
51.389879,-2.350207
51.389976,-2.348321
51.390031,-2.347554
51.390031,-2.347554
51.390031,-2.347554
51.390031,-2.347554
51.390782,-2.345381
51.390782,-2.345381
51.39066,-2.345338
51.39066,-2.345338
51.390803,-2.344774
51.391721,-2.341216
51.391752,-2.341115
51.391752,-2.341115
51.391752,-2.341115
51.394209,-2.333085
51.394209,-2.333085
51.394332,-2.332756
51.394414,-2.332436
51.396604,-2.321774
51.396604,-2.321774
51.396604,-2.321774
51.396645,-2.321588
51.396645,-2.321588
51.396834,-2.321514
51.396834,-2.321514
51.396857,-2.321016
51.396857,-2.321016
51.396895,-2.32099
51.396981,-2.320895
51.396981,-2.320895
51.398232,-2.314574
51.398232,-2.314574
51.398332,-2.314311
51.398332,-2.314311
51.398332,-2.314311
51.402095,-2.309038
51.402095,-2.309038
51.401927,-2.308762
51.401927,-2.308762
51.401446,-2.308031
51.401446,-2.308031
51.401381,-2.307936
51.401381,-2.307936
51.401145,-2.307612
51.401145,-2.307612
51.401113,-2.307537
51.401116,-2.304933
51.400677,-2.302307
51.40066,-2.302245
51.400578,-2.301767
51.400578,-2.301767
51.400578,-2.301767
51.400524,-2.300658
51.400524,-2.300658
51.40045,-2.300262
51.399847,-2.297738
51.399343,-2.295692
51.398998,-2.294263
51.398874,-2.293656
51.400422,-2.283346
51.401488,-2.277706
51.402091,-2.274546
51.402297,-2.27349
51.402588,-2.271836
51.402653,-2.271466
51.402853,-2.270001
51.402871,-2.269399
51.40282,-2.266474
